Date,Open,High,Low,Close,Adj Close,Volume
2020-07-06,48.939999,49.279999,48.889999,49.150002,49.150002,887000
2020-07-07,48.209999,48.400002,47.730000,47.869999,47.869999,560500
2020-07-08,48.099998,48.259998,47.790001,48.110001,48.110001,434700
2020-07-09,47.700001,48.009998,47.150002,47.369999,47.369999,744200
2020-07-10,47.310001,47.360001,46.860001,47.230000,47.230000,409200
2020-07-13,48.500000,49.080002,48.169998,48.169998,48.169998,604100
2020-07-14,48.020000,48.849998,48.009998,48.720001,48.720001,544400
2020-07-15,50.349998,50.799999,50.209999,50.509998,50.509998,925000
2020-07-16,49.650002,49.959999,49.369999,49.630001,49.630001,453800
2020-07-17,49.250000,49.889999,49.209999,49.759998,49.759998,517700
2020-07-20,52.669998,52.830002,51.939999,52.099998,52.099998,985800
2020-07-21,52.299999,52.360001,51.779999,51.950001,51.950001,594200
2020-07-22,51.820000,52.200001,51.759998,52.169998,52.169998,262200
2020-07-23,52.369999,52.930000,52.099998,52.330002,52.330002,417200
2020-07-24,51.810001,51.939999,51.509998,51.730000,51.730000,624700
2020-07-27,52.590000,53.029999,52.549999,53.020000,53.020000,375900
2020-07-28,52.669998,52.830002,52.480000,52.509998,52.509998,244200
2020-07-29,53.669998,54.279999,53.570000,54.130001,54.130001,780700
2020-07-30,52.299999,53.029999,51.730000,52.860001,52.860001,536900
2020-07-31,52.299999,53.029999,51.270000,51.750000,51.750000,662900
2020-08-03,52.400002,52.900002,52.270000,52.720001,52.720001,309900
2020-08-04,52.279999,52.849998,52.119999,52.830002,52.830002,705500
2020-08-05,52.700001,53.000000,52.369999,52.500000,52.500000,293100
2020-08-06,52.500000,52.660000,51.889999,52.590000,52.590000,308300
2020-08-07,52.310001,52.599998,52.279999,52.599998,52.599998,355000
2020-08-10,52.240002,52.290001,51.770000,52.029999,52.029999,274700
2020-08-11,52.480000,52.580002,51.840000,51.930000,51.930000,256600
2020-08-12,52.599998,53.430000,52.599998,53.270000,53.270000,369600
2020-08-13,52.849998,53.130001,52.759998,52.779999,52.779999,297900
2020-08-14,52.360001,52.470001,52.029999,52.209999,52.209999,459200
2020-08-17,52.369999,52.610001,52.230000,52.310001,52.310001,336200
2020-08-18,52.580002,52.660000,51.959999,52.080002,52.080002,274500
2020-08-19,52.450001,52.540001,51.549999,51.639999,51.639999,417400
2020-08-20,51.240002,51.509998,51.099998,51.349998,51.349998,516400
2020-08-21,49.759998,50.139999,49.730000,50.139999,50.139999,462000
2020-08-24,51.220001,51.240002,50.459999,50.720001,50.720001,619000
2020-08-25,51.549999,51.599998,50.759998,51.209999,51.209999,396700
2020-08-26,50.360001,50.610001,50.189999,50.450001,50.450001,416800
2020-08-27,50.230000,50.230000,49.279999,49.520000,49.520000,2041400
2020-08-28,49.310001,49.349998,48.869999,49.250000,49.250000,403400
2020-08-31,47.349998,47.930000,47.259998,47.490002,47.490002,858700
2020-09-01,48.070000,48.099998,47.500000,47.730000,47.730000,521900
2020-09-02,48.560001,48.959999,48.259998,48.889999,48.889999,432500
2020-09-03,47.919998,47.919998,46.279999,46.509998,46.509998,668200
2020-09-04,46.509998,46.930000,45.660000,46.639999,46.639999,599200
2020-09-08,46.849998,47.779999,46.660000,47.000000,47.000000,674900
2020-09-09,47.860001,48.240002,47.650002,47.689999,47.689999,336000
2020-09-10,47.910000,48.090000,46.959999,46.980000,46.980000,444100
2020-09-11,47.299999,47.500000,46.980000,47.119999,47.119999,411800
2020-09-14,47.169998,47.259998,46.680000,46.709999,46.709999,871000
2020-09-15,47.369999,47.650002,47.099998,47.240002,47.240002,366500
2020-09-16,47.240002,47.450001,46.910000,46.939999,46.939999,479400
2020-09-17,46.570000,46.910000,46.419998,46.820000,46.820000,378100
2020-09-18,46.520000,46.730000,46.310001,46.480000,46.480000,337600
2020-09-21,45.310001,45.900002,45.060001,45.900002,45.900002,482900
2020-09-22,45.509998,45.570000,44.919998,45.410000,45.410000,366400
2020-09-23,45.360001,45.419998,44.740002,44.799999,44.799999,282200
2020-09-24,44.570000,45.049999,44.240002,44.930000,44.930000,431200
2020-09-25,44.320000,45.090000,44.250000,45.080002,45.080002,576700
2020-09-28,46.340000,46.610001,46.320000,46.490002,46.490002,448500
2020-09-29,47.320000,47.639999,47.099998,47.220001,47.220001,600800
2020-09-30,47.230000,47.520000,46.910000,47.150002,47.150002,468800
2020-10-01,47.590000,47.660000,47.160000,47.330002,47.330002,278200
2020-10-02,46.779999,47.439999,46.680000,47.270000,47.270000,769500
2020-10-05,48.009998,48.389999,47.950001,48.230000,48.230000,624500
2020-10-06,47.810001,47.820000,46.810001,46.959999,46.959999,391400
2020-10-07,46.959999,47.320000,46.810001,47.230000,47.230000,262900
2020-10-08,47.150002,47.310001,46.990002,47.160000,47.160000,282900
2020-10-09,47.320000,47.959999,47.290001,47.840000,47.840000,265100
2020-10-12,48.689999,48.910000,48.630001,48.720001,48.720001,357500
2020-10-13,48.220001,48.450001,48.070000,48.330002,48.330002,289300
2020-10-14,48.380001,48.509998,48.029999,48.070000,48.070000,370400
2020-10-15,46.779999,47.060001,46.570000,47.040001,47.040001,495600
2020-10-16,48.119999,49.130001,48.040001,48.810001,48.810001,1154000
2020-10-19,50.220001,50.630001,49.340000,49.500000,49.500000,1884700
2020-10-20,51.200001,51.520000,50.889999,51.130001,51.130001,1046400
2020-10-21,49.730000,50.299999,49.650002,49.669998,49.669998,736400
2020-10-22,48.799999,49.770000,48.799999,49.500000,49.500000,932600
2020-10-23,50.020000,50.169998,49.750000,50.099998,50.099998,1233000
2020-10-26,49.090000,49.299999,48.540001,48.840000,48.840000,1038000
2020-10-27,49.290001,49.459999,48.970001,49.250000,49.250000,772300
2020-10-28,47.310001,47.630001,46.970001,47.250000,47.250000,674900
2020-10-29,47.270000,47.380001,46.700001,46.950001,46.950001,528700
2020-10-30,46.549999,46.700001,46.080002,46.500000,46.500000,718400
2020-11-02,46.990002,47.119999,46.369999,46.830002,46.830002,579900
2020-11-03,48.150002,48.570000,48.070000,48.400002,48.400002,434600
2020-11-04,49.200001,50.099998,49.040001,49.650002,49.650002,533800
2020-11-05,50.889999,51.130001,50.720001,50.910000,50.910000,443200
2020-11-06,51.209999,51.369999,50.959999,51.150002,51.150002,330000
2020-11-09,53.169998,53.439999,52.290001,52.340000,52.340000,571900
2020-11-10,53.099998,53.119999,52.450001,52.619999,52.619999,534300
2020-11-11,52.820000,53.160000,52.709999,53.040001,53.040001,248900
2020-11-12,53.009998,53.389999,52.770000,52.910000,52.910000,282500
2020-11-13,53.160000,53.500000,53.049999,53.439999,53.439999,394100
2020-11-16,53.360001,53.410000,52.669998,53.099998,53.099998,298300
2020-11-17,52.779999,52.980000,52.580002,52.889999,52.889999,259800
2020-11-18,52.169998,52.270000,51.820000,51.840000,51.840000,323500
2020-11-19,51.459999,51.889999,51.380001,51.869999,51.869999,243400
2020-11-20,51.570000,51.840000,51.389999,51.680000,51.680000,342800
2020-11-23,51.860001,51.860001,51.070000,51.240002,51.240002,322200
2020-11-24,50.720001,50.840000,50.529999,50.779999,50.779999,285400
2020-11-25,50.639999,50.889999,50.580002,50.750000,50.750000,191800
2020-11-27,51.419998,51.759998,51.270000,51.650002,51.650002,97300
2020-11-30,52.330002,52.480000,51.500000,51.520000,51.520000,376700
2020-12-01,52.310001,52.740002,52.279999,52.720001,52.720001,330700
2020-12-02,52.169998,52.299999,51.799999,51.990002,51.990002,352200
2020-12-03,52.209999,52.360001,51.889999,52.000000,52.000000,160200
2020-12-04,52.299999,52.450001,52.139999,52.290001,52.290001,241100
2020-12-07,52.000000,52.349998,52.000000,52.130001,52.130001,253400
2020-12-08,51.860001,52.000000,51.430000,51.610001,51.610001,303100
2020-12-09,52.250000,52.250000,51.310001,51.570000,51.570000,274900
2020-12-10,52.430000,52.750000,52.270000,52.590000,52.590000,317500
2020-12-11,51.939999,52.119999,51.430000,51.779999,51.779999,217700
2020-12-14,52.220001,52.540001,51.930000,51.939999,51.939999,176800
2020-12-15,52.759998,52.900002,52.610001,52.840000,52.840000,263400
2020-12-16,53.220001,53.540001,53.040001,53.410000,53.410000,396100
2020-12-17,53.889999,54.139999,53.869999,54.080002,54.080002,365700
2020-12-18,55.130001,55.299999,54.730000,54.970001,54.970001,910100
2020-12-21,52.509998,53.310001,52.080002,53.200001,53.200001,368800
2020-12-22,53.520000,53.730000,53.340000,53.520000,53.520000,260900
2020-12-23,53.810001,53.849998,53.389999,53.650002,53.650002,175900
2020-12-24,53.580002,53.930000,53.580002,53.790001,53.790001,103100
2020-12-28,54.750000,54.770000,54.459999,54.610001,54.610001,240000
2020-12-29,54.720001,54.810001,54.419998,54.549999,54.549999,212200
2020-12-30,54.490002,54.639999,54.340000,54.459999,54.459999,200100
2020-12-31,54.009998,54.380001,53.810001,54.169998,54.169998,250200
2021-01-04,56.009998,56.349998,55.410000,55.700001,55.700001,752600
2021-01-05,55.130001,55.430000,54.830002,55.369999,55.369999,475500
2021-01-06,55.130001,56.180000,55.110001,55.750000,55.750000,360900
2021-01-07,54.840000,55.070000,54.419998,54.680000,54.680000,463100
2021-01-08,55.490002,56.040001,55.299999,56.029999,56.029999,554300
2021-01-11,54.820000,55.060001,54.650002,54.810001,54.810001,594000
2021-01-12,54.380001,54.430000,53.779999,54.230000,54.230000,594400
2021-01-13,54.009998,54.250000,53.919998,53.980000,53.980000,301600
2021-01-14,54.160000,54.509998,54.040001,54.060001,54.060001,321400
2021-01-15,54.380001,54.680000,53.959999,54.220001,54.220001,474000
2021-01-19,55.099998,55.099998,54.299999,54.619999,54.619999,388300
2021-01-20,54.410000,54.680000,54.279999,54.590000,54.590000,306400
2021-01-21,55.090000,55.450001,54.880001,55.400002,55.400002,384400
2021-01-22,55.430000,55.700001,55.180000,55.560001,55.560001,443700
2021-01-25,56.290001,57.040001,56.119999,57.009998,57.009998,743700
2021-01-26,56.730000,58.080002,56.610001,57.900002,57.900002,677200
2021-01-27,56.720001,57.110001,56.279999,56.470001,56.470001,739000
2021-01-28,55.950001,56.419998,55.919998,56.090000,56.090000,492300
2021-01-29,55.099998,55.380001,54.279999,54.290001,54.290001,543100
2021-02-01,56.029999,56.459999,55.889999,56.230000,56.230000,584500
2021-02-02,56.639999,56.869999,56.380001,56.779999,56.779999,427400
2021-02-03,56.529999,56.630001,56.040001,56.380001,56.380001,418100
2021-02-04,56.509998,56.799999,56.330002,56.770000,56.770000,264500
2021-02-05,56.849998,56.880001,56.590000,56.860001,56.860001,251900
2021-02-08,56.709999,56.750000,56.259998,56.389999,56.389999,282000
2021-02-09,56.459999,57.119999,56.439999,57.099998,57.099998,252200
2021-02-10,57.230000,57.360001,56.700001,56.770000,56.770000,288900
2021-02-11,57.200001,57.439999,57.060001,57.369999,57.369999,272800
2021-02-12,57.799999,58.410000,57.790001,58.330002,58.330002,260400
2021-02-16,58.189999,58.209999,57.570000,57.580002,57.580002,320100
2021-02-17,57.070000,57.389999,56.950001,57.279999,57.279999,333200
2021-02-18,56.860001,56.939999,56.520000,56.840000,56.840000,298000
2021-02-19,57.080002,57.110001,56.369999,56.450001,56.450001,642900
2021-02-22,56.730000,57.020000,56.419998,56.430000,56.430000,510200
2021-02-23,56.650002,56.860001,55.790001,56.660000,56.660000,534100
2021-02-24,55.700001,56.430000,55.450001,56.360001,56.360001,394500
2021-02-25,56.029999,56.180000,54.950001,55.200001,55.200001,439000
2021-02-26,54.980000,55.020000,54.139999,54.400002,54.400002,532700
2021-03-01,54.910000,55.380001,54.830002,55.060001,55.060001,995200
2021-03-02,55.180000,55.380001,55.040001,55.200001,55.200001,961400
2021-03-03,54.290001,54.380001,53.799999,53.900002,53.900002,466200
2021-03-04,54.500000,54.669998,53.369999,53.599998,53.599998,885100
2021-03-05,54.189999,54.270000,53.570000,54.189999,54.189999,859500
2021-03-08,53.650002,54.130001,53.540001,53.630001,53.630001,593600
2021-03-09,54.570000,55.040001,54.570000,54.880001,54.880001,371500
2021-03-10,56.750000,56.869999,56.349998,56.560001,56.560001,453900
2021-03-11,56.419998,56.830002,56.119999,56.779999,56.779999,301300
2021-03-12,56.119999,56.400002,55.930000,56.360001,56.360001,290100
2021-03-15,56.330002,56.549999,56.110001,56.180000,56.180000,305100
2021-03-16,56.250000,56.520000,56.099998,56.430000,56.430000,386300
2021-03-17,56.320000,56.439999,55.900002,56.290001,56.290001,230200
2021-03-18,56.599998,56.740002,55.970001,56.000000,56.000000,383700
2021-03-19,56.580002,57.250000,56.349998,57.090000,57.090000,450300
2021-03-22,57.000000,57.529999,56.970001,57.410000,57.410000,271000
2021-03-23,57.730000,57.810001,56.810001,56.860001,56.860001,672600
2021-03-24,56.250000,56.250000,55.759998,55.860001,55.860001,471500
2021-03-25,56.639999,57.150002,56.380001,57.110001,57.110001,927000
2021-03-26,56.570000,57.180000,56.349998,57.130001,57.130001,389400
2021-03-29,56.680000,57.029999,56.650002,56.880001,56.880001,292900
2021-03-30,56.700001,56.900002,56.540001,56.740002,56.740002,315400
2021-03-31,57.180000,57.540001,57.029999,57.029999,57.029999,533600
2021-04-01,57.689999,58.279999,57.560001,58.200001,58.200001,624400
2021-04-05,58.700001,59.240002,58.500000,59.099998,59.099998,375500
2021-04-06,58.209999,58.770000,58.150002,58.480000,58.480000,451000
2021-04-07,58.709999,59.040001,58.590000,58.900002,58.900002,665000
2021-04-08,59.950001,60.610001,59.930000,60.240002,60.240002,971900
2021-04-09,60.330002,60.660000,60.279999,60.599998,60.599998,408300
2021-04-12,59.930000,60.160000,59.889999,59.889999,59.889999,418100
2021-04-13,59.919998,60.490002,59.919998,60.459999,60.459999,295300
2021-04-14,60.139999,60.240002,59.689999,59.840000,59.840000,410300
2021-04-15,60.150002,60.869999,60.150002,60.720001,60.720001,495800
2021-04-16,60.580002,60.919998,60.560001,60.830002,60.830002,443000
2021-04-19,60.970001,60.970001,60.610001,60.630001,60.630001,459700
2021-04-20,60.049999,60.189999,59.529999,59.900002,59.900002,477800
2021-04-21,60.000000,60.720001,59.970001,60.660000,60.660000,900100
2021-04-22,60.220001,60.919998,60.049999,60.730000,60.730000,1664200
2021-04-23,60.349998,61.230000,60.320000,61.099998,61.099998,978400
