Date,Open,High,Low,Close,Adj Close,Volume
2021-04-14,381.000000,429.540009,310.000000,328.279999,328.279999,81065700
2021-04-15,348.899994,349.200012,317.269989,322.750000,322.750000,39777900
2021-04-16,327.500000,345.989990,321.029999,342.000000,342.000000,22578800
2021-04-19,337.260010,341.010010,326.790009,333.000000,333.000000,11405600
2021-04-20,333.429993,334.829987,312.019989,320.820007,320.820007,18082300
2021-04-21,312.519989,327.470001,302.100006,311.920013,311.920013,10103900
2021-04-22,305.760010,313.500000,287.200012,293.450012,293.450012,14991900
2021-04-23,282.750000,303.000000,282.070007,291.600006,291.600006,9853800
